,state,county,votes_16,votes_clinton_16,votes_trump_16,votes_dem_12,votes_rep_12,dem16_pct,rep16_pct,dem12_pct,rep12_pct,margin_16
0,PA,Sullivan,3168,756,2318,1034,1868,23.863636363636363,73.16919191919192,35.06273312987454,63.34350627331299,1562
0,PA,Clarion,17481,4256,12545,5056,10828,24.34643327040787,71.7636290830044,31.23687137032003,66.89731867045595,8289
0,PA,Tioga,17334,3642,12928,5357,11342,21.01073035652475,74.58174685589016,31.504351917195955,66.701952481769,9286
0,PA,Montgomery,427489,251063,160803,233356,174381,58.729698308026634,37.61570473158374,56.612324114507516,42.30494905385735,-90260
0,PA,Indiana,37728,11468,24920,14473,21257,30.39652247667515,66.05173876166242,39.84747115993502,58.52537099749456,13452
0,PA,Venango,22096,5889,15254,7945,13815,26.65188269370022,69.03511947863866,35.8415662922362,62.32237109216403,9365
0,PA,Lycoming,50294,12926,35475,15203,30658,25.700878832465108,70.53525271404143,32.69954616824038,65.94110941432044,22549
0,PA,Warren,17624,4828,12032,6995,10010,27.394462097140266,68.27054017249206,40.43586334470201,57.86461645181803,7204
0,PA,Mifflin,18239,3563,14050,4273,11939,19.535062229288886,77.0327320576786,26.10103231323682,72.9277380734225,10487
0,PA,Columbia,27127,8502,17387,10937,14236,31.341467910200173,64.09481328565636,42.68430706786871,55.55945829918433,8885
0,PA,Bedford,23504,3613,19455,4788,16702,15.371851599727707,82.77314499659633,22.067566944738903,76.97838410840208,15842
0,PA,Delaware,284832,169169,106559,171792,110853,59.39255420739242,37.411175710594314,60.158843551708195,38.818968777577005,-62610
0,PA,Wayne,22365,6398,15269,8396,12896,28.607198748043817,68.27185334227588,38.857777572083116,59.684361549497844,8871
0,PA,Bradford,25399,6263,17957,8624,14410,24.65845112012284,70.69963384385211,36.813796636216175,61.51284897122855,11694
0,PA,Lackawanna,102740,51593,48102,61838,35085,50.217052754525994,46.819155148919606,63.09034331479876,35.79554149875019,-3491
0,PA,Cambria,60167,17798,40510,24249,35163,29.580999551249022,67.32926687386774,40.063774245778674,58.09569441231868,22712
0,PA,Pike,26066,9247,16035,10210,12786,35.475331849919435,61.51691859126832,43.859272305511396,54.92503973538382,6788
0,PA,Juniata,10402,1810,8234,2547,6862,17.40049990386464,79.15785425879639,26.71211326691138,71.96643943366544,6424
0,WI,Oconto,19924,5886,13255,8865,10741,29.542260590242925,66.52780566151375,44.639709955184045,54.08630847474697,7369
0,WI,Forest,4507,1583,2787,2425,2172,35.12314177945418,61.83714222320834,52.172977624784856,46.729776247848534,1204
0,WI,Bayfield,9491,4953,4125,6033,3603,52.18628174059635,43.46222737330102,61.63669799754802,36.81038005721292,-828
0,WI,Polk,22691,7568,13864,10073,12094,33.35243047904456,61.099114186241245,44.62410844814602,53.577282594249766,6296
0,WI,Grant,24051,10047,12347,13594,10255,41.773730822003245,51.33674275497901,56.06235565819861,42.29214780600462,2300
0,WI,Washington,76246,20854,51729,23166,54765,27.35094300028854,67.84487055058625,29.42013156892129,69.54992253181275,30875
0,WI,Calumet,26429,9634,15345,11489,14539,36.45238185326725,58.06122062885467,43.48599545798638,55.03028009084028,5711
0,WI,Ozaukee,53368,20167,30458,19159,36077,37.78856243441763,57.071653425273574,34.324668111865556,64.6344303706756,10291
0,WI,Dodge,42818,13968,26643,18762,25211,32.6217945723761,62.22383109907048,42.17317029311275,56.66921417011329,12675
0,WI,Milwaukee,434970,288986,126091,332438,154924,66.43814515943627,28.988435984090856,67.48968687065549,31.45179627103229,-162895
0,WI,Taylor,9417,2398,6589,3763,5601,25.464585324413296,69.9692046299246,39.5605550883095,58.88351555929352,4191
0,WI,Columbia,29287,13525,14160,17175,13026,46.18089937514938,48.349096868917954,56.22667452366922,42.64388135926144,635
0,WI,Douglas,22185,11342,9657,14863,7705,51.1246337615506,43.529411764705884,64.92093998427536,33.655106141347076,-1685
0,WI,Pierce,21089,8380,11260,10235,10397,39.73635544596709,53.39276400018967,48.691722169362514,49.46241674595623,2880
0,WI,Winnebago,85892,37054,43447,45449,42122,43.14022260513203,50.58329064406464,50.96722101981541,47.236271068597,6393
0,WI,Langlade,10093,3260,6436,4573,5816,32.29961359357971,63.76696720499356,43.473714231390815,55.29042684665843,3176
0,WI,Clark,13548,4225,8645,6172,7412,31.18541482137585,63.81015648066135,44.72139700021738,53.70625317006014,4420
0,WI,Washburn,9059,3283,5404,4447,4699,36.24020311292637,59.65338337564853,47.884139119198885,50.59760956175299,2121
0,WI,Marquette,7813,2808,4712,4014,3992,35.94009983361065,60.3097401766287,49.52498457742134,49.25354719309068,1904
0,WI,Pepin,3746,1345,2228,1876,1794,35.90496529631607,59.47677522690871,50.716409840497434,48.499594484995946,883
0,WI,Sheboygan,58290,22636,32368,27918,34072,38.83341911133985,55.52925030022302,44.56114028507127,54.38380871813698,9732
0,WI,Waupaca,25491,8303,16013,11578,14002,32.572280412694674,62.818249578282526,44.806501547987615,54.18730650154798,7710
0,WI,Barron,22514,7881,13595,10890,11443,35.00488584880519,60.38464955139025,47.9904812268641,50.42746342323285,5714
0,WI,St. Croix,46819,17496,26123,19910,25503,37.36944402913347,55.79572395822209,43.07193077339102,55.171444023796646,8627
0,WI,Walworth,50570,18706,28848,22552,29006,36.99031046074748,57.04567925647617,43.11798558400092,55.45762193373229,10142
0,WI,Dunn,22029,9025,11487,11316,10224,40.96872304689273,52.144899904671114,51.455074572571846,46.48963259367043,2462
0,WI,Manitowoc,39991,14563,23234,20403,21604,36.41569353104448,58.098072066214904,47.87526104606143,50.69338526878945,8671
0,WI,Jackson,9202,3821,4907,5298,3900,41.523581830036946,53.3253640512932,56.88822076667025,41.87694620423065,1086
0,WI,Oneida,20837,8103,11677,10452,10917,38.887555790180926,56.03973700628689,48.27267688897099,50.42028450027711,3574
0,WI,Waushara,11961,3802,7669,5335,6562,31.786639913050745,64.11671264944403,44.28120849933599,54.46547144754316,3867
0,WI,Outagamie,93474,38087,49884,45659,47372,40.74608982176862,53.366711598947305,48.2673685990951,50.07822740919278,11797
0,WI,Kenosha,75825,35770,36025,44867,34977,47.17441477085394,47.510715463237716,55.46188362980086,43.23646117903012,255
0,WI,Portage,38123,18524,17310,22075,16615,48.590089971932954,45.40566062481966,56.11765004957165,42.23758802145562,-1214
0,WI,Fond du Lac,51094,17391,31044,22379,30355,34.037264649469606,60.7586017927741,41.90667016216621,56.84244035803903,13653
0,WI,Chippewa,31471,11875,17912,15237,15322,37.73315115503162,56.915890820120104,49.25966636492952,49.53446269235743,6037
0,WI,Green,18791,9121,8693,11206,7857,48.53919429514129,46.26150816880422,57.996066659766065,40.66349239209192,-428
0,WI,Jefferson,42324,16559,23409,20158,23517,39.124373877705324,55.30904451375106,45.52291050337617,53.10855671732797,6850
0,WI,Monroe,19554,7047,11442,9515,9675,36.03866216630868,58.514881865602945,48.83243520656916,49.65357967667436,4395
0,WI,Dane,304729,217506,71270,216071,83644,71.37686272064687,23.387993922468816,71.03369375470527,27.498101459328495,-146236
0,WI,Waukesha,233273,79200,142521,78779,162798,33.95163606589704,61.096226309945855,32.30554097500164,66.75989108326226,63321
0,WI,Iron,3477,1273,2090,1784,1790,36.6120218579235,60.10928961748634,49.118942731277535,49.284140969163,817
0,WI,Lincoln,14563,5370,8400,7563,7455,36.87427041131635,57.68042298976859,49.70425867507887,48.99447949526814,3030
0,WI,Richland,7962,3577,4021,4969,3573,44.92589801557398,50.502386335091686,57.41190063547082,41.28249566724437,444
0,WI,Rock,75043,39336,31483,49219,30517,52.417947043694944,41.953280119398215,60.99764530920808,37.82005205105961,-7853
0,WI,Marinette,19979,6243,12995,9882,10619,31.247810200710745,65.04329546023324,47.56220821100255,51.10939981710545,6752
0,WI,Rusk,7029,2171,4564,3397,3676,30.88632806942666,64.93100014226775,47.23960506188291,51.11945487414824,2393
0,WI,Green Lake,9315,2700,6210,3793,5782,28.985507246376812,66.66666666666666,39.20413436692506,59.76227390180878,3510
0,WI,Lafayette,7602,3288,3977,4536,3314,43.25177584846093,52.3151802157327,57.04225352112676,41.67505030181087,689
0,WI,Adams,10107,3780,5983,5542,4644,37.399821905609976,59.196596418323935,53.87382132788957,45.14435695538058,2203
0,WI,Sawyer,7767,2846,4625,4486,4442,36.64220419724475,59.54680056649929,49.70637119113574,49.21883656509695,1779
0,WI,Marathon,68849,26476,39010,32363,36617,38.45517000973145,56.66022745428402,46.32418195871862,52.4133291345796,12534
0,WI,Racine,93678,42506,46620,53008,49347,45.374581011550205,49.76622045731121,51.28284509113424,47.7409929956271,4114
0,WI,Brown,127497,53358,67192,62526,64836,41.85039647991717,52.70084786308698,48.49683544303797,50.2885331347729,13834
0,WI,Florence,2651,666,1897,953,1645,25.122595247076575,71.55790267823463,36.304761904761904,62.66666666666667,1231
0,WI,Wood,37712,14232,21502,18581,19704,37.738650827322864,57.01633432329232,47.76606683804627,50.652956298200515,7270
0,WI,Menominee,1279,1003,269,1191,179,78.4206411258796,21.03205629397967,86.49237472766885,12.999273783587508,-734
0,WI,Vilas,13453,4769,8169,5951,7749,35.44934215416636,60.72251542406898,42.99234214708857,55.981794538361505,3400
0,WI,Ashland,7926,4136,3428,5399,2820,52.18268988140298,43.25006308352258,64.48877209746774,33.68370759675107,-708
0,WI,Sauk,31238,14692,14791,18736,12838,47.03246046481849,47.349382162750494,58.68387258433301,40.21048015786012,99
0,WI,Shawano,19697,6056,12742,9000,11022,30.745798852617153,64.69005432299335,44.380886631490704,54.35179249469895,6686
0,WI,Eau Claire,54080,27271,23301,30666,23256,50.427144970414204,43.08616863905325,55.9537276940481,42.4333102215086,-3970
0,WI,Burnett,8719,2948,5412,3986,4550,33.81121688267003,62.07133845624499,45.93753601475164,52.437478391149014,2464
0,WI,Kewaunee,10742,3623,6616,5153,5747,33.72742506051015,61.590020480357474,46.68841170607955,52.07030896076833,2993
0,WI,Crawford,7678,3426,3844,4629,3067,44.62099505079448,50.06512112529305,59.217090955609564,39.23500063963157,418
0,WI,Juneau,11736,4100,7188,6242,5411,34.93524199045672,61.24744376278118,52.77754291029001,45.75124714636002,3088
0,WI,Trempealeau,13581,5645,7370,7605,5707,41.56542228112804,54.266990648700386,56.412729026036644,42.333654773384765,1725
0,WI,Buffalo,6921,2531,4049,3570,3364,36.56985984684294,58.50310648750181,50.71743145333144,47.79087938627646,1518
0,WI,Price,7560,2671,4562,3887,3884,35.33068783068783,60.34391534391534,49.196304265282876,49.15833438805215,1891
0,WI,Iowa,12123,6669,4809,8105,4287,55.01113585746103,39.6683989111606,64.66411361097813,34.202967927237914,-1860
0,WI,Door,17398,8026,8584,9357,8121,46.131739280377055,49.33900448327394,52.951162922302075,45.95665214192745,558
0,WI,La Crosse,62785,32402,26384,36693,25751,51.60786812136657,42.022776140797966,57.81885222652926,40.57703822760077,-6018
0,WI,Vernon,14193,6351,6994,8044,5942,44.74741069541323,49.27781300641161,56.373957530310456,41.64272198472212,643
0,MI,Lenawee,45895,16750,26428,21776,22351,36.496350364963504,57.58361477285108,48.6897415258027,49.975404704409264,9678
0,MI,Alger,4513,1663,2585,2212,2330,36.849102592510526,57.27897185907379,47.89952360329146,50.45474231268947,922
0,MI,Otsego,12529,3556,8266,4681,7011,28.382153404102482,65.97493814350706,39.48544917756221,59.13960354280894,4710
0,MI,Clare,13385,4250,8507,6338,6988,31.751961150541653,63.55621964886067,46.93424170616114,51.747630331753555,4257
0,MI,Menominee,10765,3539,6704,5242,5564,32.875058058522995,62.27589410125406,47.990478806188776,50.93838689004853,3165
0,MI,Saginaw,94198,44395,45469,54381,42720,47.129450731438034,48.26960232701331,55.455732087862785,43.56427566233607,1074
0,MI,Benzie,10221,4108,5539,4685,5075,40.191762058506995,54.192349085216705,47.31845268154732,51.25744874255126,1431
0,MI,Ottawa,145405,46276,90456,42737,88166,31.825590591795333,62.209690175716105,32.30016929681359,66.63492351411816,44180
0,MI,Muskegon,77114,36640,35962,44436,30884,47.51407007806624,46.63485229659984,58.343290048973905,40.54987329805812,-678
0,MI,Schoolcraft,4151,1369,2556,1865,2142,32.980004818116115,61.575523970127676,46.072134387351774,52.91501976284585,1187
0,MI,Ingham,133478,81266,44354,80847,45306,60.88344146600938,33.22944605103463,63.20616058165898,35.420217340317414,-36912
0,MI,Iosco,13349,4344,8344,6242,6909,32.54176342797213,62.50655479811221,46.77757793764988,51.77607913669065,4000
0,MI,Alpena,14688,4877,9090,6549,7298,33.20397603485839,61.88725490196079,46.731839588982446,52.0764949336378,4213
0,MI,Osceola,10597,2705,7336,3981,6141,25.52609229027083,69.22713975653487,38.73321657910099,59.74897840046701,4631
0,MI,Ionia,26364,8206,16374,11018,14315,31.125777575481717,62.107419208010924,42.77007880128877,55.5684950118396,8168
0,MI,Clinton,40564,16490,21635,18191,20650,40.65180948624396,53.335469874765806,46.36421562380528,52.63157894736842,5145
0,MI,Baraga,3486,1156,2158,1574,1866,33.16121629374641,61.904761904761905,45.10028653295129,53.467048710601716,1002
0,MI,Monroe,74101,26859,43255,36310,35593,36.24647440655322,58.37303140308497,49.840088946234204,48.855915336362266,16396
0,MI,Hillsdale,19880,4799,14094,7106,11727,24.13983903420523,70.8953722334004,37.204188481675395,61.397905759162306,9295
0,MI,Oakland,663255,342976,289127,349002,296514,51.71103120217714,43.59213273929333,53.56019809486393,45.5050360109698,-53849
0,MI,Livingston,105577,34378,65665,37216,60083,32.56201634825767,62.196311696676354,37.84536847778558,61.099077661510925,31287
0,MI,Antrim,13572,4448,8469,5107,7917,32.77335691128794,62.40053050397878,38.70405456612353,60.0,4021
0,MI,Houghton,15623,6018,8475,6801,8196,38.52013057671382,54.246943608781926,44.503337259521004,53.6317235963879,2457
0,MI,Montmorency,5008,1286,3498,2049,2928,25.678913738019173,69.84824281150159,40.56622450999802,57.96871906553158,2212
0,MI,Oscoda,4062,1044,2843,1657,2308,25.70162481536189,69.99015263417036,40.99455714992578,57.10044532409698,1799
0,MI,Emmet,18774,6972,10616,7225,10253,37.13646532438479,56.54628741877063,40.79846405782371,57.89711446157321,3644
0,MI,Iron,5910,2004,3675,2687,3224,33.90862944162436,62.182741116751274,44.87307949231797,53.84101536406145,1671
0,MI,Mecosta,17149,5827,10305,7515,9176,33.97865764767624,60.09096740334713,44.43327617808786,54.25412404659138,4478
0,MI,St. Joseph,23765,7529,14886,10112,12978,31.681043551441196,62.63833368398905,43.322908187309885,55.60173085986033,7357
0,MI,Genesee,196135,102744,84174,128978,71808,52.384327121625404,42.916358630535086,63.55693751139538,35.38507783357069,-18570
0,MI,Barry,30265,9109,19197,11491,16655,30.097472327771353,63.42970427886998,40.30232884399551,58.414001122334454,10088
0,MI,Kalkaska,8920,2279,6213,3272,4901,25.549327354260086,69.652466367713,39.42643692011086,59.055307868417884,3934
0,MI,Crawford,6833,2110,4354,2994,3744,30.87955510024879,63.72018147226694,43.93894922218961,54.94570002935134,2244
0,MI,Huron,15848,4579,10629,6518,8806,28.89323573952549,67.06839979808178,42.09506587445105,56.87160940325497,6050
0,MI,Luce,2576,681,1756,991,1580,26.43633540372671,68.16770186335404,38.17411402157165,60.86286594761171,1075
0,MI,Kalamazoo,125966,67142,51031,69051,52662,53.30168458155376,40.51172538621533,56.057899949666336,42.752764292324926,-16111
0,MI,Sanilac,19243,4873,13446,7212,10963,25.323494257652136,69.87475965286079,39.261799771353914,59.68207305786923,8573
0,MI,Shiawassee,34044,12547,19232,17197,15962,36.85524615203854,56.49159910703795,51.06149232459396,47.394518839633,6685
0,MI,Mackinac,6088,2085,3740,2652,3397,34.247700394218136,61.4323258869908,43.482538121003444,55.697655353336614,1655
0,MI,Missaukee,7301,1565,5386,2274,4665,21.435419805506093,73.77071634022737,32.360893695744984,66.38679379536076,3821
0,MI,Cheboygan,13647,4302,8680,5831,7286,31.523411738843706,63.60372242983806,43.8058748403576,54.7366839456089,4378
0,MI,Newaygo,22605,6212,15174,8728,12457,27.48064587480646,67.12674187126741,40.63693081292485,57.99888257752118,8962
0,MI,Ontonagon,3420,1175,2069,1586,1906,34.356725146198826,60.49707602339181,44.814919468776495,53.857021757558634,894
0,MI,Van Buren,33213,13258,17890,16290,16141,39.91810435672779,53.86445066690754,49.608673143100766,49.15491670980906,4632
0,MI,Wayne,775450,517842,228908,595846,213814,66.77954735959766,29.519375846282802,73.03600649649128,26.20831673459382,-288934
0,MI,Dickinson,13140,3923,8580,4952,7688,29.855403348554034,65.29680365296804,38.657298985167834,60.015612802498055,4657
0,MI,Mason,14658,5281,8505,6856,7580,36.02810751807887,58.02292263610315,46.946042180224595,51.90358805806628,3224
0,MI,Chippewa,15434,5378,9120,7100,8278,34.84514707788001,59.09032007256706,45.618093035209455,53.18684142893858,3742
0,MI,Alcona,6179,1732,4201,2472,3571,28.030425635216055,67.9883476290662,40.49803407601573,58.502621231979035,2469
0,MI,Lapeer,45126,12734,30037,18796,23734,28.21876523511944,66.56251385010859,43.5950365302099,55.048127101936686,17303
0,MI,Jackson,69567,25795,39793,32301,36298,37.07936234134001,57.20097172509955,46.512398122282065,52.267949197937966,13998
0,MI,Charlevoix,14567,5137,8674,5939,8000,35.26463925310633,59.54554815679275,42.150461320085164,56.777856635911995,3537
0,MI,Gratiot,16442,5665,9878,7610,8241,34.45444593115193,60.077849410047435,47.458684128468974,51.393826005612716,4213
0,MI,Isabella,25344,11404,12338,13038,10800,44.99684343434344,48.68213383838384,54.056967535967495,44.77797586964633,934
0,MI,Oceana,11903,3973,7228,5063,6239,33.37813996471478,60.7241871797026,44.21834061135371,54.48908296943231,3255
0,MI,Macomb,418773,176238,224589,208016,191913,42.08437506716049,53.630248368447816,51.478150690694555,47.493107902773176,48351
0,MI,Marquette,32897,16042,14646,18115,13606,48.76432501443901,44.52077697054443,56.26824874200162,42.26253339131515,-1396
0,MI,Keweenaw,1429,527,814,582,774,36.87893631910427,56.962911126662,41.810344827586206,55.603448275862064,287
0,MI,Eaton,55686,24534,27608,27913,26197,44.057752397370976,49.57799087741982,50.94728772723954,47.81521501058626,3074
0,MI,Tuscola,26157,7493,17421,11425,14240,28.646251481439005,66.60167450395687,43.93723801099873,54.76291197169557,9928
0,MI,Manistee,12598,4979,6915,6473,5737,39.52214637244007,54.889665026194635,52.193194646024835,46.25866795678116,1936
0,MI,Leelanau,14757,6774,7239,6576,7483,45.9036389510063,49.05468591177068,46.3882618510158,52.786399548532735,465
0,MI,Bay,52932,21641,28327,27877,24911,40.88453109650117,53.515831633038616,52.22270096101609,46.66641688990465,6686
0,MI,Montcalm,26556,7874,16907,11430,13621,29.650549781593615,63.66546166591354,44.945145688333135,53.56061499744407,9033
0,MI,Berrien,71882,29496,38646,33465,38209,41.03391669680866,53.76311176650622,46.160530780584025,52.7042498310275,9150
0,MI,Arenac,7457,2238,4704,3669,4057,30.012069196727907,63.08166823119217,46.792500956510644,51.74084938145644,2466
0,MI,Gladwin,12472,3794,8124,5760,6661,30.420141116100062,65.13790891597178,45.77604704760391,52.93650162918223,4330
0,MI,Wexford,15279,4436,10000,6184,8450,29.033313698540482,65.44930950978467,41.634686595300614,56.89086379855921,5564
0,MI,Midland,42379,15655,23877,17450,23919,36.940465796738955,56.34158427523066,41.79240312305408,57.285529530104895,8222
0,MI,Delta,18467,6431,11112,8330,9534,34.82428115015975,60.17219905777874,46.149584487534625,52.819944598337955,4681
0,MI,Lake,5328,1939,3159,2752,2487,36.39264264264264,59.29054054054054,52.05220351806318,47.039909211272935,1220
0,MI,Kent,306270,138567,147959,133408,155925,45.2434126750906,48.3099879191563,45.53407171015581,53.21944809461235,9392
0,MI,Ogemaw,10386,3030,6827,4791,5437,29.173887926054302,65.73271711919892,46.240710356143225,52.47562976546666,3797
0,MI,Gogebic,7313,2925,4019,4058,3444,39.997265144263636,54.95692602215233,53.56388595564942,45.459345300950375,1094
0,MI,St. Clair,77994,24553,49067,33983,39271,31.480626714875505,62.91124958330128,45.810921934187995,52.93943193000903,24514
0,MI,Cass,23272,7270,14241,9591,12659,31.23925747679615,61.19370917841182,42.645620275678084,56.28723877278791,6971
0,MI,Presque Isle,7215,2400,4486,3192,3794,33.264033264033266,62.17602217602217,45.08474576271186,53.58757062146893,2086
0,MI,Calhoun,58786,24154,31489,29267,28333,41.08801415302963,53.565474772905105,50.17744783719375,48.57613112280762,7335
0,MI,Branch,16490,4740,11025,6913,10035,28.744693753790173,66.85870224378411,40.31609027818277,58.5233568554266,6285
0,MI,Washtenaw,187201,128025,50335,120890,56412,68.38905775075987,26.888211067248573,67.31368880573744,31.411198717092077,-77690
0,MI,Grand Traverse,51460,20964,27412,20875,26534,40.738437621453556,53.26855810338127,43.490489385195524,55.28031833996542,6448
0,MI,Allegan,55153,17932,33812,20806,31123,32.51319057893497,61.30582198611136,39.54085026321291,59.147836332883564,15880
0,MI,Roscommon,13036,4287,8141,6198,6701,32.88585455661246,62.450138079165384,47.559852670349905,51.419582565991405,3854
